Date,Amount,Description,Category,Source
2019-10-11,1474.82,Direct Deposit: DIRECT DEP FUNDS RECVD NEAL ANALYTICS L DIRECT DEP,,MS CHECKING
2019-10-12,-49.67,AMAZON.COM*3D6L00E23AMZN.COM/BILL       WA,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-10-12,-6.66,DICK'S DRIVE-IN WALLINGF,Dining,CAPITAL ONE VISA
2019-10-13,-8.46,MCDONALD'S F11027,Dining,CAPITAL ONE VISA
2019-10-13,-722.95,SNOW.COM/VAIL RESORTS SKI,Entertainment,CAPITAL ONE VISA
2019-10-13,-30.0,SEATTLE TIMES COMPANY,Business Services-Advertising Services,AMEX DELTA
2019-10-15,-12.26,IPM LOT 49,Gas/Automotive,CAPITAL ONE VISA
2019-10-15,245.31,AUTOMATIC PAYMENT - THANK: Payment,,CHASE UNITED VISA
2019-10-15,-14.3,NETFLIX.COM         866-579-7172        CA,Communications-Mobile Telecom,AMEX DELTA
2019-10-16,-20.89,AMAZON.COM*7U88N4VA3 AMZN,Merchandise,CAPITAL ONE VISA
2019-10-16,500.0,Direct Deposit: DIRECT DEP FUNDS RECVD SF MUTUAL A15SF0001,,MS CHECKING
2019-10-16,-65.38,AMZN Mktp US*M38681GC1,Merchandise,CAPITAL ONE VISA
2019-10-16,-27.5,FEDERAL WAY INDOOR RANGE,Merchandise,CAPITAL ONE VISA
2019-10-16,-245.31,Automated Payment: CHASE CREDIT CRD AUTOPAY CHK ACCT ENDING IN 2622,,MS CHECKING
2019-10-16,-196.99,Debit Card: FEDERAL WAY DI FEDERAL WAY WA,,MS CHECKING
2019-10-17,-22.75,TUSCAN STONE PIZZA (ME: Sale,Food & Drink,CHASE UNITED VISA
2019-10-17,-15.88,AMAZON.COM*DA78P8BN3 AMZN,Merchandise,CAPITAL ONE VISA
2019-10-17,-11.12,TUBS GOURMET SUBS,Merchandise,CAPITAL ONE VISA
2019-10-17,-123.91,STATE FARM INSURANCEBLOOMINGTON         IL,Business Services-Insurance Services,AMEX DELTA
2019-10-17,-77.6,AMZN Mktp US*528V14RK3,Merchandise,CAPITAL ONE VISA
2019-10-18,618.57,AUTOPAY 999990000082565RAUTOPAY AUTO-PMT,,CITI COSTCO VISA
2019-10-18,4.0,Service Fee Adj: ATM FEE REVERSAL,,MS CHECKING
2019-10-18,-10.98,AMAZON.COM*D52NC1LY3 AMZN,Merchandise,CAPITAL ONE VISA
2019-10-18,-144.0,Cash Advance: BANNER BANK MERCER ISLAN WA,,MS CHECKING
2019-10-19,-29.46,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-10-19,-18.99,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-10-21,-22.75,TUSCAN STONE PIZZA (ME: Sale,Food & Drink,CHASE UNITED VISA
2019-10-21,-618.57,Automated Payment: CITI AUTOPAY PAYMENT CHK ACCT ENDING IN 2622,,MS CHECKING
2019-10-22,-82.42,HARBOR FREIGHT,Merchandise,CAPITAL ONE VISA
2019-10-22,-114.95,U-HAUL MOVING & STORAGE OF BURIEN,Other-Miscellaneous,AMEX DELTA
2019-10-22,-4.82,SDOT PAYBYPHONE PARKING,Gas/Automotive,CAPITAL ONE VISA
2019-10-23,-126.49,VZW APOCC           800-922-0204        FL,Communications-Mobile Telecom,AMEX DELTA
2019-10-23,-27.5,FEDERAL WAY INDOOR RANGE,Merchandise,CAPITAL ONE VISA
2019-10-24,-25.75,LATONA PUB SEATTLE WA,,ALASKA VISA
2019-10-24,-36.32,COSTCO GAS #0001 SEATTLE WA,,CITI COSTCO VISA
2019-10-24,-2.84,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-10-24,-237.11,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-10-24,336.49,Payment Thank You - Web: Payment,,CHASE UNITED VISA
2019-10-24,-11.12,CUPCAKE ROYALE - MADRONA SEATTLE WA,,ALASKA VISA
2019-10-24,-252.0,MADRONA FAMILY DENTAL SEATTLE WA,,ALASKA VISA
2019-10-25,-23.25,VINCES ITALIAN RESTAU FEDERAL WAY WA,,ALASKA VISA
2019-10-25,-19.38,76 - UNITED PACIFIC 5483 FEDERAL WAY WA,,ALASKA VISA
2019-10-25,-44.4,TST* BENNETT S PURE FOOD MERCER ISLANDWA,,ALASKA VISA
2019-10-25,-336.49,Automated Payment: CHASE CREDIT CRD EPAY CHK ACCT ENDING IN 2622,,MS CHECKING
2019-10-26,-428.0,Cave Country Dive Shop HIGH SPRINGS FL,,ALASKA VISA
2019-10-28,-2.83,SDOT PAYBYPHONE PARKING,Gas/Automotive,CAPITAL ONE VISA
2019-10-28,268.29,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,CAPITAL ONE VISA
2019-10-28,-64.58,Automated Payment: PUGET SOUND ENER ONLINE PMT MORGAN STANLEY PAYMENTS,,MS CHECKING
2019-10-29,-26.21,DOOFERS BAR AND GRILL RENTON WA,,ALASKA VISA
2019-10-29,-3.0,SDOT PAYBYPHONE PARKING,Gas/Automotive,CAPITAL ONE VISA
2019-10-29,-268.29,Automated Payment: CAPITAL ONE CRCARDPMT CHK ACCT ENDING IN 2622,,MS CHECKING
2019-10-29,-7.03,MCDONALD'S F10651 BELLEVUE WA,,ALASKA VISA
2019-10-29,-10.99,Amazon Marketplace,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-10-31,-75.0,ANNUAL FEE,,ALASKA VISA
2019-10-31,-32.0,Check: CITY OF MERCER ISLAND Check # 1167,,MS CHECKING
2019-10-31,-45.58,CAFE PRESSE SEATTLE WA,,ALASKA VISA
2019-10-31,0.67,Interest Income: MORGAN STANLEY BANK N.A. (Period 10/01-10/31),,MS CHECKING
2019-11-01,-92.97,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-11-01,-5.0,DIGITALOCEAN.COM,Merchandise & Supplies-Computer Supplies,AMEX DELTA
2019-11-01,-27.29,GRAB A GUN 972-552-7246 TX,,ALASKA VISA
2019-11-01,3430.26,AUTOPAY PAYMENT - THANK YOU,,AMEX DELTA
2019-11-01,-27.5,FEDERAL WAY INDOOR RANGE FEDERAL WAY WA,,ALASKA VISA
2019-11-01,-54.22,COSTCO GAS #0001 SEATTLE WA,,CITI COSTCO VISA
2019-11-02,-31.39,VINCES ITALIAN RESTAU FEDERAL WAY WA,,ALASKA VISA
2019-11-03,-8.79,AMAZON MUSIC*OX4SW1L888-802-3080        WA,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-11-03,-70.97,AMAZON.COM*FG2692YU3AMZN.COM/BILL       WA,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-11-03,-10.99,Amazon Marketplace,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-11-03,-24.99,Amazon Marketplace,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-11-04,-171.39,OSTROMS DRUG & GIFT KENMORE WA,,ALASKA VISA
2019-11-04,-49.29,VIA TRIBUNALI CAPITOL HILSEATTLE WA,,ALASKA VISA
2019-11-04,-14.7,IMPARK00250072U SEATTLE WA,,ALASKA VISA
2019-11-04,-66.7,BURGUNDIAN SEATTLE WA,,ALASKA VISA
2019-11-04,-65.0,CENTURYLINK SIMPLE 800-201-4099 LA,,ALASKA VISA
2019-11-04,-9.89,Amazon Marketplace,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-11-04,-3430.26,Automated Payment: AMEX EPAYMENT ACH PMT CHK ACCT ENDING IN 7180,,MS CHECKING
2019-11-04,-11.2,802 KENMORE KIDD VALLEY KENMORE WA,,ALASKA VISA
2019-11-04,-28.12,WHITE SWAN PUBLIC HOUSE SEATTLE WA,,ALASKA VISA
2019-11-06,-9.89,COMPLETE ID 855-591-0202 TX,,CITI COSTCO VISA
2019-11-06,-16.5,GOOGLE*HBO DIG SV IN G.CO HELPPAY#,Business Services-Internet Services,AMEX DELTA
2019-11-07,-369.0,Check: OPTICAL PRESCRIPTION LAB Check # 1168,,MS CHECKING
2019-11-07,-27.65,MIOPOSTO - MERCER ISLAND MERCER ISLANDWA,,ALASKA VISA
2019-11-07,-1.99,GOOGLE*GOOGLE STORAG G.CO HELPPAY#,Business Services-Internet Services,AMEX DELTA
2019-11-07,-50.94,KATE'S PUB SEATTLE WA,,ALASKA VISA
2019-11-09,-35.53,AMZN Mktp US*GO1ZA6CN3 Amzn.com/billWA,,ALASKA VISA
2019-11-09,-54.23,LE GRAND BISTRO KIRKLAND WA,,ALASKA VISA
2019-11-10,-38.85,COSTCO GAS #0001 SEATTLE WA,,CITI COSTCO VISA
2019-11-10,-205.31,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-11-11,-240.37,COAST CABINS 503-3687113 OR,,ALASKA VISA
2019-11-11,-64.5,LOULAY SEATTLE WA,,ALASKA VISA
2019-11-11,-7.0,LAZ PARKING 780104 SEATTLE WA,,ALASKA VISA
2019-11-12,-290.68,AMZN Mktp US*947QP4B03 Amzn.com/billWA,,ALASKA VISA
2019-11-12,-6.59,AMZN MKTP US*X67HO6UX3 AMAMZN.COM/BILLWA,,ALASKA VISA
2019-11-12,-45.08,AMZN MKTP US*TB7HF1VI3 AMAMZN.COM/BILLWA,,ALASKA VISA
2019-11-12,-25.25,AMZN MKTP US*E633H20V3 AMAMZN.COM/BILLWA,,ALASKA VISA
2019-11-13,-383.0,Cash Advance: BOEING EMPLOYEE BELLEVUE WA,,MS CHECKING
2019-11-14,3.0,Service Fee Adj: ATM FEE REVERSAL,,MS CHECKING
2019-11-14,-8.58,SDOT PAYBYPHONE PARKING,Gas/Automotive,CAPITAL ONE VISA
2019-11-14,-72.99,GRAB A GUN 972-552-7246 TX,,ALASKA VISA
2019-11-15,-40.4,FLYING SQUIRREL PIZZA CO SEATTLE WA,,ALASKA VISA
2019-11-15,-23.82,ZEEKS PIZZA-CAPITOL HILL SEATTLE WA,,ALASKA VISA
2019-11-15,-20.12,MERCURYS COFFEE CO- BELLEVUE WA,,ALASKA VISA
2019-11-15,-14.3,NETFLIX.COM         866-579-7172        CA,Communications-Mobile Telecom,AMEX DELTA
2019-11-15,-2175.0,Check: DESIGN WEST MGMT Check # 1166,,MS CHECKING
2019-11-16,-27.22,SQ *THE WANDERING G SEATTLE WA,,ALASKA VISA
2019-11-16,-414.23,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-11-16,-26.65,COSTCO GAS #0001 SEATTLE WA,,CITI COSTCO VISA
2019-11-18,15.0,SEATTLE TIMES SeattlSEATTLE             WA,Business Services-Advertising Services,AMEX DELTA
2019-11-18,613.49,AUTOPAY 999990000082565RAUTOPAY AUTO-PMT,,CITI COSTCO VISA
2019-11-19,-52.2,76 - UNITED PACIFIC 3890 SOUTH BEND WA,,ALASKA VISA
2019-11-19,-123.91,STATE FARM INSURANCEBLOOMINGTON         IL,Business Services-Insurance Services,AMEX DELTA
2019-11-19,-613.49,Automated Payment: CITI AUTOPAY PAYMENT CHK ACCT ENDING IN 2622,,MS CHECKING
2019-11-20,30000.0,CASH TRANSFER: FUNDS TRANSFERRED CONFIRMATION # 120421562 FROM XXX-XX7145,,MS CHECKING
2019-11-21,-17.47,AMZN MKTP US*WY8WE2SD3 AMAMZN.COM/BILLWA,,ALASKA VISA
2019-11-21,-24.37,KOZUE JAPANESE RESTAURANTSEATTLE WA,,ALASKA VISA
2019-11-21,-29.5,MURPHY'S PUB SEATTLE WA,,ALASKA VISA
2019-11-22,-27.5,FEDERAL WAY INDOOR RANGE FEDERAL WAY WA,,ALASKA VISA
2019-11-22,-59.13,AMAZON.COM*D49HL7LS3 AMZNAMZN.COM/BILLWA,,ALASKA VISA
2019-11-22,-23.8,VINCES ITALIAN RESTAU FEDERAL WAY WA,,ALASKA VISA
2019-11-22,-108.61,Automated Payment: CLEANSCAPES AUTO-PAY CHK ACCT ENDING IN 7180,,MS CHECKING
2019-11-22,-114.95,U-HAUL MOVING & STORAGE OF BURIEN,Other-Miscellaneous,AMEX DELTA
2019-11-23,-126.49,VZW APOCC           800-922-0204        FL,Communications-Mobile Telecom,AMEX DELTA
2019-11-23,-41.09,AMZN MKTP US*1V0IT7XJ3 AMAMZN.COM/BILLWA,,ALASKA VISA
2019-11-25,-0.75,SDOT PAYBYPHONE PARKING,Gas/Automotive,CAPITAL ONE VISA
2019-11-25,-34.52,MURPHY'S PUB SEATTLE WA,,ALASKA VISA
2019-11-25,-115.0,TM *PETER SAGAL 206-628-0888 CA,,ALASKA VISA
2019-11-25,-52.99,AMZN Mktp US*FG3TU6HI3 Amzn.com/billWA,,ALASKA VISA
2019-11-25,-10.95,AMZN MKTP US*WU1BZ6RU3 AMAMZN.COM/BILLWA,,ALASKA VISA
2019-11-25,-54.99,AMZN Mktp US*KQ5K94S93 Amzn.com/billWA,,ALASKA VISA
2019-11-25,-102.45,TST* RIONE XIII SEATTLE WA,,ALASKA VISA
2019-11-25,-8.61,QFC #5839 MERCER ISLANDWA,,ALASKA VISA
2019-11-25,-9.89,Amazon.com*SN6TE3LS3 Amzn.com/billWA,,ALASKA VISA
2019-11-25,-27.46,AMZN MKTP US*9343B5Q23 AMAMZN.COM/BILLWA,,ALASKA VISA
2019-11-26,-94.87,Automated Payment: PUGET SOUND ENER ONLINE PMT MORGAN STANLEY PAYMENTS,,MS CHECKING
2019-11-27,-424.85,Check: EMPLOYERS ADVANTAGE DIRECT Check # 5035,,MS CHECKING
2019-11-28,1756.65,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,CAPITAL ONE VISA
2019-11-29,-10.66,QFC #5839 MERCER ISLANDWA,,ALASKA VISA
2019-11-29,0.58,Interest Income: MORGAN STANLEY BANK N.A. (Period 11/01-11/30),,MS CHECKING
2019-11-29,-27.5,FEDERAL WAY INDOOR RANGE FEDERAL WAY WA,,ALASKA VISA
2019-11-29,-39.57,FEDERAL WAY INDOOR RANGE FEDERAL WAY WA,,ALASKA VISA
2019-11-29,-34.18,SHELL OIL 57444032502 MERCER ISLANDWA,,ALASKA VISA
2019-11-29,-50.52,MURPHY'S PUB SEATTLE WA,,ALASKA VISA
2019-11-29,-9.45,MCDONALD'S F10603 RENTON WA,,ALASKA VISA
2019-11-30,449.3,AUTOPAY PAYMENT - THANK YOU,,AMEX DELTA
2019-11-30,-13.93,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-11-30,-4.0,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-11-30,-23.8,VINCES ITALIAN RESTAU FEDERAL WAY WA,,ALASKA VISA
2019-11-30,-17.98,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-12-01,-5.0,DIGITALOCEAN.COM,Merchandise & Supplies-Computer Supplies,AMEX DELTA
2019-12-02,-43.91,COSTCO GAS #0008 KIRKLAND WA,,CITI COSTCO VISA
2019-12-02,-449.3,Automated Payment: AMEX EPAYMENT ACH PMT CHK ACCT ENDING IN 7180,,MS CHECKING
2019-12-02,-49.4,TS MCHUGHS RESTAURANT SEATTLE WA,,ALASKA VISA
2019-12-02,-1756.65,Automated Payment: CAPITAL ONE CRCARDPMT CHK ACCT ENDING IN 2622,,MS CHECKING
2019-12-03,-100.41,Amazon Web Services AWS.Amazon.com      WA,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-12-04,-8.79,Amazon Music*ED3EN8T43 888-802-3080 WA,,ALASKA VISA
2019-12-04,-99.0,WYNDHAM VACATION OWNERSH 8669484565 FL,,ALASKA VISA
2019-12-04,-13.3,802 KENMORE KIDD VALLEY KENMORE WA,,ALASKA VISA
2019-12-04,-614.1,ALASKA AIR 0277433658992SEATTLE WA,,ALASKA VISA
2019-12-04,-39.64,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-12-04,-14.25,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-12-04,-149.0,WYNDHAM VACATION OWNERSH 8669484565 FL,,ALASKA VISA
2019-12-04,-65.0,CENTURYLINK SIMPLE 800-201-4099 LA,,ALASKA VISA
2019-12-04,-5.63,OSTROMS DRUG & GIFT KENMORE WA,,ALASKA VISA
2019-12-05,-19.49,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-12-05,-22.03,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-12-05,-16.5,GOOGLE *HBO DIG SV I855-836-3987        CA,Business Services-Internet Services,AMEX DELTA
2019-12-06,-45.63,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-12-06,-19.39,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-12-06,-21.94,AMZN MKTP US*O26FF1HR3 AMAMZN.COM/BILLWA,,ALASKA VISA
2019-12-06,-40.6,TARGET 00003210 REDWOOD CITY CA,,ALASKA VISA
2019-12-06,-25.68,PRONTO PIZZERIA ROTISSE REDWOOD CITY CA,,ALASKA VISA
2019-12-06,-242.95,CITY OF MERCER ISLAND 206-2757784 WA,,ALASKA VISA
2019-12-06,-9.89,COMPLETE ID 855-591-0202 TX,,CITI COSTCO VISA
2019-12-07,-391.24,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-12-07,-1.99,GOOGLE*GOOGLE STORAG G.CO HELPPAY#,Business Services-Internet Services,AMEX DELTA
2019-12-07,-0.2,SDOT PAYBYPHONE PARKING,Gas/Automotive,CAPITAL ONE VISA
2019-12-08,-126.79,TAVOLATA,Restaurant-Restaurant,AMEX DELTA
2019-12-08,-14.0,MURPHY'S IRISH PUB,Restaurant-Restaurant,AMEX DELTA
2019-12-08,-44.29,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-12-09,-8.04,DICK'S DRIVE-IN WALLINGF SEATTLE WA,,ALASKA VISA
2019-12-09,-24.84,SHARKS CAGE NC-14 SJC SAN JOSE CA,,ALASKA VISA
2019-12-09,-90.0,RPS PAINE FIELD PARKING CHATTANOOGA TN,,ALASKA VISA
2019-12-09,-11.62,Target,Merchandise & Supplies-Wholesale Stores,AMEX DELTA
2019-12-10,-24.58,PRONTO PIZZERIA ROTISSE REDWOOD CITY CA,,ALASKA VISA
2019-12-12,-424.85,Check: EMPLOYERS ADVANTAGE DIRECT Check # 5037,,MS CHECKING
2019-12-12,-7.5,ALASKA AIR IN FLIGHT SEATAC WA,,ALASKA VISA
2019-12-12,1.5,ALASKA AIR IN FLIGHT PURCHASE REBATE,,ALASKA VISA
2019-12-13,-14.24,CHEVRON 0097016 REDWOOD CITY CA,,ALASKA VISA
2019-12-13,-486.6,AIRBNB HMQCCPY8DK AIRBNB.COM CA,,ALASKA VISA
2019-12-13,-47.81,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-12-13,-10.42,US CHINESE FOOD REDWOOD CITY CA,,ALASKA VISA
2019-12-14,-42.52,BATON VAPOR 425-8207154 NV,,ALASKA VISA
2019-12-14,-22.62,SIZZLER #522 REDWOOD CITY CA,,ALASKA VISA
2019-12-14,-72.91,AMZN Mktp US*9I79I7UX3 Amzn.com/billWA,,ALASKA VISA
2019-12-15,-14.3,NETFLIX.COM         866-579-7172        CA,Communications-Mobile Telecom,AMEX DELTA
2019-12-15,-43.06,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-12-15,-61.32,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-12-16,-14.27,AMZN Mktp US*PX1E49N63 Amzn.com/billWA,,ALASKA VISA
2019-12-16,-16.8,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-12-16,-32.99,AMZN Mktp US*QC33C8PP3 Amzn.com/billWA,,ALASKA VISA
2019-12-16,-14.27,AMZN Mktp US*WJ0M11FY3 Amzn.com/billWA,,ALASKA VISA
2019-12-16,-29.89,8991 GREAT CLIPS AT ISLANMERCER ISLANDWA,,ALASKA VISA
2019-12-16,-2175.0,Check: DESIGN WEST MGMT Check # 1169,,MS CHECKING
2019-12-16,-14.96,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-12-17,-33.0,UNITED 0161554066965800-932-2732 TX,,ALASKA VISA
2019-12-17,-33.0,UNITED 0161554066964800-932-2732 TX,,ALASKA VISA
2019-12-17,-12.24,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-12-17,-16.33,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-12-17,-12.69,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-12-17,-20.66,TST* BEECHER S HANDMADE CEVERETT WA,,ALASKA VISA
2019-12-17,-11.2,UNITED 0162486353220800-932-2732 TX,,ALASKA VISA
2019-12-17,-123.91,STATE FARM INSURANCEBLOOMINGTON         IL,Business Services-Insurance Services,AMEX DELTA
2019-12-18,-17.99,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-12-18,-14.22,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-12-18,-11.73,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-12-18,-25.0,LATE FEE FOR PAYMENT DUE,,ALASKA VISA
2019-12-18,1118.39,AUTOPAY 999990000082565RAUTOPAY AUTO-PMT,,CITI COSTCO VISA
2019-12-19,-13.94,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-12-19,-11.69,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-12-19,-15.94,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-12-19,-1118.39,Automated Payment: CITI AUTOPAY PAYMENT CHK ACCT ENDING IN 2622,,MS CHECKING
2019-12-19,-15.57,PIZZA MY HEART - MIDDLEFIREDWOOD CITY CA,,ALASKA VISA
2019-12-20,-22.77,PRONTO PIZZERIA ROTISSE REDWOOD CITY CA,,ALASKA VISA
2019-12-20,-18.33,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-12-20,-47.48,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-12-20,4434.64,Direct Deposit: DIRECT DEP FUNDS RECVD NEAL ANALYTICS L DIRECT DEP,,MS CHECKING
2019-12-20,-61.31,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-12-20,-71.12,INTEREST CHARGED ON PURCHASES,,ALASKA VISA
2019-12-21,2534.87,BA ELECTRONIC PAYMENT,,ALASKA VISA
2019-12-21,33.0,UNITED 0161554066965800-932-2732 TX,,ALASKA VISA
2019-12-21,-40.94,APPLEBEES 984702098473 REDWOOD CITY CA,,ALASKA VISA
2019-12-21,33.0,UNITED 0161554066964800-932-2732 TX,,ALASKA VISA
2019-12-21,-988.9,GOOGLE *GOOGLE FI   G.CO/HELPPAY#       CA,Other-Miscellaneous,AMEX DELTA
2019-12-22,-114.95,U-HAUL MOVING & STORAGE OF BURIEN,Other-Miscellaneous,AMEX DELTA
2019-12-23,-148.23,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-12-23,-2534.87,Automated Payment: BK OF AMER VISA ONLINE PMT MORGAN STANLEY PAYMENTS,,MS CHECKING
2019-12-23,-126.49,VZW APOCC           800-922-0204        FL,Communications-Mobile Telecom,AMEX DELTA
2019-12-23,-23.25,TUSCAN STONE PIZZA (ME STRIPE.COM NY,,ALASKA VISA
2019-12-23,-54.94,SHARKS CAGE NC-14 SJC SAN JOSE CA,,ALASKA VISA
2019-12-24,-29.69,AMZN Mktp US*0W4HO09P3 Amzn.com/billWA,,ALASKA VISA
2019-12-24,-61.58,AMZN Mktp US*XH0GW4I33 Amzn.com/billWA,,ALASKA VISA
2019-12-24,-28.66,AMZN Mktp US*ZE7L20YL3 Amzn.com/billWA,,ALASKA VISA
2019-12-26,-31.85,THE HOME DEPOT #4702 SEATTLE WA,,ALASKA VISA
2019-12-26,-17.73,AMZN Mktp US*B45GO6V73 Amzn.com/billWA,,ALASKA VISA
2019-12-26,-24.84,MUD BAY MERCER ISLAND MERCER ISLANDWA,,ALASKA VISA
2019-12-27,-18.69,Amazon.com*8C2680RD3 Amzn.com/billWA,,ALASKA VISA
2019-12-27,-127.82,Automated Payment: PUGET SOUND ENER ONLINE PMT MORGAN STANLEY PAYMENTS,,MS CHECKING
2019-12-27,-16.49,Amazon.com*PS3P64IQ3 Amzn.com/billWA,,ALASKA VISA
2019-12-27,-32.95,AMZN Mktp US*JH92L9ZC3 Amzn.com/billWA,,ALASKA VISA
2019-12-27,-17.59,AMZN Mktp US*9Z2TF7IE3 Amzn.com/billWA,,ALASKA VISA
2019-12-28,-2.83,SDOT PAYBYPHONE PARKING,Gas/Automotive,CAPITAL ONE VISA
2019-12-28,-5.0,SDOT PAYBYPHONE PARKING,Gas/Automotive,CAPITAL ONE VISA
2019-12-28,9.33,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,CAPITAL ONE VISA
2019-12-30,-46.64,TST* ELYSIAN BREWING - FISEATTLE WA,,ALASKA VISA
2019-12-30,-7.16,FLATSTICK PUB LLC SEATTLE WA,,ALASKA VISA
2019-12-30,-47.92,TST* TAVOLATA SEATTLE WA,,ALASKA VISA
2019-12-30,-31.86,QFC #5839 MERCER ISLANDWA,,ALASKA VISA
2019-12-30,-28.18,AMZN Mktp US*LN9V94H33 Amzn.com/billWA,,ALASKA VISA
2019-12-30,-9.33,Automated Payment: CAPITAL ONE CRCARDPMT CHK ACCT ENDING IN 2622,,MS CHECKING
2019-12-30,-13.19,Prime Video*6P4OY8FO3 888-802-3080 WA,,ALASKA VISA
2019-12-31,0.82,Interest Income: MORGAN STANLEY BANK N.A. (Period 12/01-12/31),,MS CHECKING
2019-12-31,-46.33,SHELL OIL 57444032502 MERCER ISLANDWA,,ALASKA VISA
